FAKE_DATA,denominator,sex,age_band,measure,interval_start,interval_end,ratio,numerator
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-07-01,2017-07-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-07-01,2017-07-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-07-01,2017-07-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-07-01,2017-07-31,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,35,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,335,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0298507462686567,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,30,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-08-01,2017-08-31,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,335,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0298507462686567,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,30,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-09-01,2017-09-30,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,335,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0298507462686567,10
FAKE_DATA,45,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,30,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-10-01,2017-10-31,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,335,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0298507462686567,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,30,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-11-01,2017-11-30,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,335,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0298507462686567,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,50,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2017-12-01,2017-12-31,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0441176470588235,15
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-01-01,2018-01-31,0.0,0
FAKE_DATA,350,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0441176470588235,15
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,30,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-02-01,2018-02-28,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0294117647058823,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-03-01,2018-03-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0294117647058823,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,30,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.3333333333333333,10
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-04-01,2018-04-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0441176470588235,15
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-05-01,2018-05-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0294117647058823,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.4,10
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-06-01,2018-06-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0294117647058823,10
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-07-01,2018-07-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,40,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-08-01,2018-08-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,35,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-09-01,2018-09-30,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.028169014084507,10
FAKE_DATA,25,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,40,female,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,25,female,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,30,female,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,25,male,0 to 9,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.4,10
FAKE_DATA,25,male,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,45,male,25 to 34,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-10-01,2018-10-31,0.0,0
FAKE_DATA,355,female,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,30,female,10 to 17,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,45,male,18 to 24,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
FAKE_DATA,340,male,35 and over,Table_3_percentage_of_people_with_ADHD_then_have_had_meds_in_the_last_6_months01_09_2025_16_02,2018-11-01,2018-11-30,0.0,0
